StudentID,StudentName,Major
62039442,Rodney Cox,Chemistry
62039443,Melissa Gibbs,Chemistry
62039444,Jennifer Ward,Gender Studies
62039445,Craig Miranda,Statistics
62039446,Deborah Arias,Statistics
62039447,Christina Dawson,Biology
62039448,Jessica Obrien,Computer Science
62039449,Margaret Mcknight,Law
62039450,Amy Luna,Psychology
62039451,Amber Morrow,Statistics
62039452,Michael Castaneda,Statistics
62039453,Richard Henderson,Physics
62039454,Matthew Conway,Law
62039455,Sheila Phillips,Economics
62039456,Wendy Skinner,Law
62039457,Olivia Shaffer,Law
62039458,Joshua Barker,Mathematics
62039459,Chelsea Sutton,Economics
62039460,Cody Cruz,Statistics
62039461,Cristian Matthews,Biology
62039462,Randall Wheeler,Physics
62039463,Robert Oliver,Statistics
62039464,Amy Roberts,Chemistry
62039465,Joseph Hendrix,Mathematics
62039466,Michael Haynes,Economics
62039467,Nicholas Juarez,Gender Studies
62039468,William Medina,Mathematics
62039469,Cody Price,Law
62039470,Katherine Scott,Biology
62039471,Adam Turner,Gender Studies
62039472,Andrew Ball,Mathematics
62039473,Patricia Martinez,Law
62039474,Omar Bishop,Gender Studies
62039475,Debbie Lara,Gender Studies
62039476,Mary Kaufman,Mathematics
62039477,Mark Garcia,Physics
62039478,Jerry Rodriguez,Gender Studies
62039479,Larry Haney,Gender Studies
62039480,Christina Jensen,Computer Science
62039481,Sarah Nguyen,Statistics
62039482,Warren Cooper,Economics
62039483,Elizabeth Adams,Statistics
62039484,Joshua Calhoun,Statistics
62039485,Kathleen Friedman,Computer Science
62039486,Dana Davis,Gender Studies
62039487,Kevin Holden,Economics
62039488,Richard Kirby,Biology
62039489,Sarah Burke,Economics
62039490,Kristen Black,Computer Science
62039491,Shannon Pugh,Law
62039492,Dakota Oliver,Law
62039493,Phillip Adkins,Chemistry
62039494,Emily Brady,Physics
62039495,Thomas Johnson,Psychology
62039496,Jason Allen,Psychology
62039497,Edward Pacheco,Physics
62039498,Teresa Villanueva,Chemistry
62039499,Linda Bruce,Law
62039500,David Clarke,Mathematics
62039501,Kimberly Watson,Biology
62039502,Kathleen Moon,Computer Science
62039503,Megan Rivera,Law
62039504,David Thornton,Gender Studies
62039505,Tammy Ware,Mathematics
62039506,Joshua Wagner,Law
62039507,Angela Parker,Biology
62039508,Martha Miller,Physics
62039509,Samantha Matthews,Physics
62039510,Lisa Burke,Computer Science
62039511,Gail Carter,Law
62039512,Jasmine Walker,Economics
62039513,Kelly Leon,Gender Studies
62039514,Heather Morgan,Biology
62039515,Maureen Torres,Physics
62039516,Lisa Hodges,Law
62039517,Zachary Pierce,Economics
62039518,Julie Branch,Biology
62039519,Mary Sweeney,Psychology
62039520,Danielle Beard,Biology
62039521,Samantha Smith,Gender Studies
62039522,Debra Morales,Statistics
62039523,Heather Chambers,Law
62039524,Jerry Crawford,Computer Science
62039525,Steven Ferguson,Chemistry
62039526,Kayla Lopez,Mathematics
62039527,Dorothy Ross,Gender Studies
62039528,Paul Taylor,Physics
62039529,Martin Franklin,Biology
62039530,Christine Moore,Biology
62039531,April Quinn,Psychology
62039532,Brenda George,Psychology
62039533,Jimmy Le,Mathematics
62039534,Elizabeth Roberts,Mathematics
62039535,Matthew Myers,Economics
62039536,Maria Walker,Statistics
62039537,Anthony Barrett,Law
62039538,Brandon Brown,Mathematics
62039539,Meagan Gomez,Mathematics
62039540,Sherry Conrad,Computer Science
62039541,Emily Aguilar,Law
62039542,Ruben Kelly,Mathematics
62039543,Richard Reed,Biology
62039544,Whitney Solomon,Psychology
62039545,Christine Moore,Chemistry
62039546,Spencer Woods,Statistics
62039547,Jerry Ross,Chemistry
62039548,Diana Johnson,Biology
62039549,Elizabeth Vaughn,Statistics
62039550,Melanie Houston,Computer Science
62039551,Nancy Guzman,Statistics
62039552,Kristen Johnson,Psychology
62039553,Shane Richmond,Computer Science
62039554,Patricia Johnson,Statistics
62039555,Ralph Hayes,Mathematics
62039556,Billy Burgess,Chemistry
62039557,Rose Gibbs,Law
62039558,Joanne Jones,Psychology
62039559,Pamela Simpson,Physics
62039560,Juan Petersen,Chemistry
62039561,Chelsea Oconnell,Gender Studies
62039562,Brian Simmons,Chemistry
62039563,Christopher Davis,Mathematics
62039564,Charlotte Murphy,Statistics
62039565,John Hoover,Chemistry
62039566,Claudia Patel,Chemistry
62039567,Benjamin Howard,Biology
62039568,Cheryl Garcia,Computer Science
62039569,Elizabeth Jarvis,Gender Studies
62039570,Michael Bates,Biology
62039571,Brendan Watkins,Law
62039572,Barbara Reed,Chemistry
62039573,Laura Hicks,Computer Science
62039574,Robert Ross,Biology
62039575,Thomas Smith,Mathematics
62039576,Karen Nguyen,Chemistry
62039577,Michael Thompson,Biology
62039578,Brian Hunt,Gender Studies
62039579,Anna Swanson,Gender Studies
62039580,Whitney Davenport,Law
62039581,Denise Carlson,Economics
62039582,Jose Davis,Physics
62039583,Darren Burton,Law
62039584,Joy Jimenez,Chemistry
62039585,Brian Hensley,Gender Studies
62039586,Mary Burgess,Statistics
62039587,Alexander Simmons,Economics
62039588,Joshua Wade,Physics
62039589,Nancy Ferguson,Economics
62039590,Keith Smith,Statistics
62039591,Stephanie Bishop,Chemistry
62039592,Jose West,Statistics
62039593,Nancy Rodriguez,Economics
62039594,Travis Logan,Psychology
62039595,Calvin Morrow,Physics
62039596,Richard Cannon,Biology
62039597,Michael Ramos,Economics
62039598,Zachary Johnson,Law
62039599,Denise Osborne,Chemistry
62039600,Shannon Baker,Law
62039601,Jessica Blevins,Psychology
62039602,Rebecca Smith,Chemistry
62039603,Eric Harvey,Statistics
62039604,Melissa Malone,Mathematics
62039605,Melissa Jones,Mathematics
62039606,Cheyenne Martinez,Mathematics
62039607,Shelby Kim,Physics
62039608,Edward Rodriguez,Biology
62039609,Kimberly Flowers,Computer Science
62039610,Christopher Diaz,Physics
62039611,Katherine Martinez,Psychology
62039612,Jamie Cook,Psychology
62039613,Bryan Hoover,Mathematics
62039614,Christina Turner,Computer Science
62039615,Michael Bishop,Mathematics
62039616,Amanda Frank,Physics
62039617,Michelle Simmons,Law
62039618,Sara Benitez,Chemistry
62039619,Ann Garcia,Gender Studies
62039620,Dennis Williams,Statistics
62039621,Catherine Ray,Gender Studies
62039622,Ashley Glenn,Gender Studies
62039623,Tyler Gentry,Psychology
62039624,Matthew James,Physics
62039625,John Jones,Chemistry
62039626,Michael Floyd,Biology
62039627,Robert Sanchez,Biology
62039628,Jason Owens,Gender Studies
62039629,Jeremy Palmer,Economics
62039630,Matthew Foster,Physics
62039631,Carrie Hill,Physics
62039632,Richard Miller,Statistics
62039633,James Anderson,Statistics
62039634,Katrina Donaldson,Statistics
62039635,Joseph Carter,Computer Science
62039636,Lance Brown,Law
62039637,Jeffrey Rodriguez,Economics
62039638,Mark Little,Economics
62039639,Gerald Pope,Statistics
62039640,David Hale,Mathematics
62039641,Heather Rollins,Computer Science
62039642,Barry Baker,Gender Studies
62039643,Victoria Terrell,Biology
62039644,Sergio Patel,Economics
62039645,Robert Wolfe,Physics
62039646,Peter Schroeder,Chemistry
62039647,Lee Mckay,Statistics
62039648,Christina Moore,Mathematics
62039649,Jeremy Henderson,Biology
62039650,John Barton,Computer Science
62039651,Daniel Trujillo,Chemistry
62039652,Holly Todd,Physics
62039653,Destiny Davenport,Physics
62039654,William Ballard,Chemistry
62039655,Kevin Owens,Chemistry
62039656,Lori Andrews,Biology
62039657,Brian Day,Statistics
62039658,Lee Thompson,Gender Studies
62039659,Jeffrey Garcia,Gender Studies
62039660,Natasha Allen,Law
62039661,Madison Williams,Biology
62039662,Jessica Yang,Physics
62039663,Colton Kelly,Mathematics
62039664,Mark White,Biology
62039665,Catherine Davis,Law
62039666,Zachary Webb,Law
62039667,Sherry Herring,Computer Science
62039668,Shannon Patterson,Economics
62039669,Mary Fritz,Statistics
62039670,Anna Castro,Chemistry
62039671,Peter Smith,Mathematics
62039672,Kevin Whitaker,Computer Science
62039673,Jesus Stokes,Computer Science
62039674,Karen Cisneros,Psychology
62039675,Aaron Prince,Law
62039676,Brian Cardenas,Law
62039677,Yvonne Barton,Mathematics
62039678,Bobby Stewart,Economics
62039679,Eric Wilson,Computer Science
62039680,Kevin Miller,Biology
62039681,Danielle Patton,Computer Science
62039682,Carol Randolph,Biology
62039683,Devin Butler,Law
62039684,Cole Smith,Psychology
62039685,Lisa Brooks,Law
62039686,David Franco,Statistics
62039687,Brian Williams,Statistics
62039688,Andrew Stevens,Economics
62039689,Nicole Anderson,Statistics
62039690,Juan Morton,Economics
62039691,Curtis Harrison,Law
62039692,James Clark,Mathematics
62039693,Victor Adams,Economics
62039694,Dawn Wagner,Chemistry
62039695,Emily Watson,Economics
62039696,Rodney Warren,Computer Science
62039697,Wendy Schroeder,Chemistry
62039698,Katherine Alvarez,Computer Science
62039699,Joshua Zimmerman,Computer Science
62039700,Krystal Walker,Chemistry
62039701,Crystal Johnson,Statistics
62039702,Ronnie Davis,Gender Studies
62039703,Savannah Phillips,Law
62039704,Andrew Smith,Biology
62039705,Joanne Roman,Chemistry
62039706,Destiny Hodge,Economics
62039707,Gregory White,Physics
62039708,Benjamin Barker,Biology
62039709,Rebecca Brewer,Computer Science
62039710,Kayla Hill,Mathematics
62039711,Karen Russell,Economics
62039712,Kimberly Simmons,Biology
62039713,Kevin Schaefer,Economics
62039714,Jeanne Payne,Economics
62039715,Kimberly Johnson,Statistics
62039716,Jeffrey Curtis,Biology
62039717,Jessica Villegas,Psychology
62039718,Donald Joseph,Physics
62039719,Brandy Weber,Statistics
62039720,Jessica Garcia,Mathematics
62039721,Jennifer Andrade,Psychology
62039722,Brandi Morris,Law
62039723,Johnny Todd,Statistics
62039724,Chad Dalton,Chemistry
62039725,Isabella Wade,Gender Studies
62039726,Michael Marshall,Physics
62039727,Ronald Brewer,Mathematics
62039728,Alexa Zhang,Statistics
62039729,David Gross,Physics
62039730,Kimberly Wilson,Biology
62039731,Andrea Wall,Law
62039732,Jacqueline Vasquez,Biology
62039733,Connor Larson,Biology
62039734,Michael Ortiz,Psychology
62039735,William Miller,Biology
62039736,Stacey Bennett,Chemistry
62039737,Anthony Cohen,Statistics
62039738,Michael Hamilton,Biology
62039739,Johnny Walters,Law
62039740,Brandi Beck,Computer Science
62039741,Brian Murphy,Statistics
62039742,Jonathan Howard,Chemistry
62039743,Renee Allen,Mathematics
62039744,Daniel Carson,Computer Science
62039745,Jamie Bender,Physics
62039746,Mark Garcia,Physics
62039747,Matthew Simmons,Chemistry
62039748,Eddie Jordan,Gender Studies
62039749,Ana Nichols,Chemistry
62039750,Mary Todd,Mathematics
62039751,Joshua Brown,Economics
62039752,Brandon Rodriguez,Biology
62039753,Tony Reilly,Gender Studies
62039754,Scott Schwartz,Statistics
62039755,Sarah Gray,Computer Science
62039756,Francisco Wood,Statistics
62039757,Leonard Smith,Chemistry
62039758,Brian Miller,Economics
62039759,Katherine Luna,Physics
62039760,Brian Garcia,Gender Studies
62039761,Jasmine Robbins,Computer Science
62039762,Teresa Young,Biology
62039763,Alicia Morrow,Statistics
62039764,Ariana Anderson,Psychology
62039765,Robert Sanders,Computer Science
62039766,Karen Adams,Law
62039767,Joseph Paul,Physics
62039768,Jennifer Gregory,Physics
62039769,Christina Johnson,Biology
62039770,Edward Bell,Statistics
62039771,Andrew Hancock,Biology
62039772,Alexis Hansen,Psychology
62039773,Joanne Martin,Economics
62039774,Christine Martinez,Mathematics
62039775,Victoria Johnson,Psychology
62039776,Mark Hall,Gender Studies
62039777,Caroline Pearson,Economics
62039778,Susan Hurley,Psychology
62039779,Greg Munoz,Psychology
62039780,Christopher Bennett,Chemistry
62039781,Jeremy Hull,Biology
62039782,Paula Riley,Gender Studies
62039783,Michelle Miller,Biology
62039784,Christopher Haney,Gender Studies
62039785,Samantha Cowan,Psychology
62039786,Rachel Jarvis,Gender Studies
62039787,Oscar Barnett,Gender Studies
62039788,Joseph Rodriguez,Law
62039789,Jamie Torres,Gender Studies
62039790,Amy Alvarez,Psychology
62039791,Shannon Allen,Economics
62039792,Jason Ruiz,Statistics
62039793,Elizabeth Ellis,Psychology
62039794,Angela Garcia,Mathematics
62039795,Ronald Torres,Mathematics
62039796,Jeffery Wilcox,Computer Science
62039797,Steven Young,Economics
62039798,Steven Smith,Gender Studies
62039799,Kathy Smith,Law
62039800,Brent Sanchez,Chemistry
62039801,Diana Cook,Mathematics
62039802,David Pacheco,Mathematics
62039803,Amy Wright,Biology
62039804,Paul Jackson,Psychology
62039805,Shannon May,Physics
62039806,David Brown,Physics
62039807,Timothy Adams,Physics
62039808,Mathew Miller,Gender Studies
62039809,Kevin Payne,Mathematics
62039810,Angela Stone,Physics
62039811,Sherri Bradshaw,Mathematics
62039812,David Dickerson,Chemistry
62039813,Alan Johnson,Law
62039814,Regina Dominguez,Gender Studies
62039815,Alyssa Nelson,Biology
62039816,Jonathan Rollins,Economics
62039817,Kelly Tucker,Mathematics
62039818,Lauren Mckinney,Statistics
62039819,Zachary Young,Mathematics
62039820,Jennifer Brown,Law
62039821,Elizabeth Farrell,Mathematics
62039822,Michael Evans,Psychology
62039823,Melissa Yoder,Statistics
62039824,Jeffrey Case,Law
62039825,Nathan Austin,Biology
62039826,Brittany Vega,Physics
62039827,Paula Waters,Gender Studies
62039828,Crystal Long,Biology
62039829,Samantha Gay,Biology
62039830,Alicia Jenkins,Mathematics
62039831,Kevin Ward,Statistics
62039832,Breanna Mendez,Chemistry
62039833,Michelle Davis,Biology
62039834,Joseph Brown,Computer Science
62039835,Mercedes Rodriguez,Gender Studies
62039836,John Koch,Statistics
62039837,Andrew Walker,Law
62039838,Bradley Garcia,Physics
62039839,Patrick Barnes,Law
62039840,Heather Williams,Biology
62039841,Lauren Fisher,Chemistry
62039842,James Hudson,Computer Science
62039843,Lawrence Poole,Biology
62039844,Jose Lawson,Biology
62039845,Robert Hobbs,Law
62039846,Stephanie Austin,Gender Studies
62039847,Amy Hammond,Psychology
62039848,Michelle Garcia,Gender Studies
62039849,Keith Vang,Gender Studies
62039850,Mark Clay,Gender Studies
62039851,Darryl Lamb,Economics
62039852,Vincent Scott,Computer Science
62039853,Tonya Lopez,Biology
62039854,Jennifer Pope,Economics
62039855,Larry Smith,Law
62039856,Reginald Kennedy,Biology
62039857,Shawn Clayton,Psychology
62039858,Paula Hoffman,Psychology
62039859,Christine Palmer,Physics
62039860,Cynthia Obrien,Law
62039861,Donald Cole,Economics
62039862,Angela Sanchez,Biology
62039863,Jennifer Pugh,Mathematics
62039864,Ashley Holt,Chemistry
62039865,Kelly Collins,Statistics
62039866,Susan Nguyen,Psychology
62039867,Keith Ellis,Economics
62039868,Cynthia Terrell,Physics
62039869,Michael Patel,Physics
62039870,Laura Grant,Gender Studies
62039871,Mallory Young,Computer Science
62039872,David Wilson,Mathematics
62039873,Mark Moon,Gender Studies
62039874,Joseph Galvan,Chemistry
62039875,Ariel Lewis,Economics
62039876,Kimberly Gomez,Statistics
62039877,Kelly Golden,Biology
62039878,Natasha Young,Computer Science
62039879,Jamie Pena,Biology
62039880,Nancy Poole,Mathematics
62039881,Amanda Wright,Computer Science
62039882,Michelle Williams,Economics
62039883,Johnathan Carpenter,Computer Science
62039884,Samantha Carter,Psychology
62039885,Kaitlin Huff,Psychology
62039886,Melissa Moreno,Computer Science
62039887,Miguel Johnson,Gender Studies
62039888,Casey Gonzalez,Statistics
62039889,Nathan Duran,Law
62039890,Rhonda Martin,Mathematics
62039891,Juan Barton,Biology
62039892,Alice Bryant,Statistics
62039893,Andre Gibson,Computer Science
62039894,Julie Contreras,Statistics
62039895,Elizabeth White,Psychology
62039896,Jack Stone,Psychology
62039897,Jessica Butler,Gender Studies
62039898,Scott Turner,Chemistry
62039899,Nicole Brown,Statistics
62039900,Stephanie Peters,Law
62039901,Trevor Daniels,Psychology
62039902,Richard Rodriguez,Chemistry
62039903,Adam Holt,Chemistry
62039904,James Charles,Law
62039905,Daniel Howe,Law
62039906,Christopher Johnston,Statistics
62039907,Mackenzie Johnson,Chemistry
62039908,Valerie Wang,Physics
62039909,Tyler Roth,Economics
62039910,Gregory Nguyen,Mathematics
62039911,James Cisneros,Statistics
62039912,Michael Ford,Statistics
62039913,David Lawson,Biology
62039914,Todd Taylor,Biology
62039915,Thomas Jacobs,Chemistry
62039916,Carl Forbes,Chemistry
62039917,Jennifer Christian,Statistics
62039918,Janice Pollard,Biology
62039919,Kristen Lang,Computer Science
62039920,Samuel Sanders,Psychology
62039921,Anna Morton,Computer Science
62039922,Jennifer Mora,Physics
62039923,Richard Lopez,Psychology
62039924,Anna Garcia,Mathematics
62039925,Jennifer Goodwin,Computer Science
62039926,Daniel Matthews,Mathematics
62039927,Elizabeth Ramirez,Chemistry
62039928,Jill Khan,Physics
62039929,Gregory Oneal,Biology
62039930,Lorraine Lewis,Law
62039931,David Johnson,Mathematics
62039932,Joshua Thomas,Law
62039933,Maria Payne,Computer Science
62039934,Alexa Oconnor,Physics
62039935,Eric Hill,Statistics
62039936,Catherine Chapman,Computer Science
62039937,Julia Wright,Physics
62039938,Steven Lamb,Gender Studies
62039939,Laura Mitchell,Law
62039940,Lindsay Pugh,Mathematics
62039941,Kyle Ruiz,Computer Science
62039942,Kenneth Matthews,Law
62039943,Mary Freeman,Chemistry
62039944,Sabrina Hunt,Biology
62039945,Rachael Hoover,Chemistry
62039946,Bryce Buchanan,Statistics
62039947,Melissa Allen,Psychology
62039948,Bryce Patrick,Gender Studies
62039949,Mary Adams,Law
62039950,Felicia Fisher,Computer Science
62039951,Angelica Smith,Mathematics
62039952,Nathaniel Frederick,Gender Studies
62039953,Michael Pittman,Computer Science
62039954,Rachel Gonzalez,Biology
62039955,Julie Smith,Chemistry
62039956,David Williams,Psychology
62039957,Nicholas Rogers,Chemistry
62039958,James Christensen,Psychology
62039959,Lorraine Huber,Physics
62039960,Jessica Abbott,Gender Studies
62039961,Antonio Edwards,Gender Studies
62039962,Laura Thompson,Economics
62039963,Cristina Luna,Economics
62039964,Jennifer Cooley,Psychology
62039965,Lori Miller,Law
62039966,Theresa Greer,Biology
62039967,Todd Wood,Law
62039968,Jack Smith,Economics
62039969,Christopher Wagner,Psychology
62039970,John Jacobs,Psychology
62039971,Travis Holmes,Computer Science
62039972,Dylan Holt,Biology
62039973,Mary Clark,Mathematics
62039974,Tina Jones,Psychology
62039975,Kyle Lawrence,Computer Science
62039976,Stephen Hart,Statistics
62039977,Christopher Hardy,Gender Studies
62039978,Evelyn Montgomery,Law
62039979,Stacey Dunn,Psychology
62039980,Joseph Savage,Law
62039981,Anthony Miller,Gender Studies
62039982,Brandon Murray,Biology
62039983,Richard Bishop,Physics
62039984,Felicia Walker,Law
62039985,Zachary Barker,Physics
62039986,Tara Carter,Gender Studies
62039987,James Carter,Mathematics
62039988,John Brown,Gender Studies
62039989,Laura Edwards,Statistics
62039990,Meghan Franco,Biology
62039991,Jacqueline Jensen,Biology
62039992,Connie Franklin,Economics
62039993,Maurice Stewart,Gender Studies
62039994,Molly Hood,Chemistry
62039995,Danielle Morgan,Statistics
62039996,Angela Porter,Economics
62039997,Tamara Cohen,Law
62039998,Christopher Wilson,Psychology
62039999,Deborah Thomas,Physics
62040000,Michael Nicholson,Economics
62040001,Kathleen Myers,Economics
62040002,Christine Brown,Gender Studies
62040003,William Miller,Gender Studies
62040004,Amy Jackson,Computer Science
62040005,Natasha English,Law
62040006,Lauren Davis,Chemistry
62040007,Jessica Davis,Psychology
62040008,Richard Adams,Mathematics
62040009,Robin Butler,Law
62040010,Justin Khan,Statistics
62040011,Ryan Weeks,Statistics
62040012,Emily Ray,Computer Science
62040013,Garrett Glover,Law
62040014,John Johnson,Gender Studies
62040015,Jason Floyd,Psychology
62040016,Francisco Flores,Psychology
62040017,Chad Wang,Physics
62040018,Alyssa West,Mathematics
62040019,Alexander Liu,Mathematics
62040020,Louis Anthony,Statistics
62040021,Leroy Brown,Law
62040022,Elizabeth Williams,Psychology
62040023,Carlos Fields,Psychology
62040024,Lisa Shea,Economics
62040025,Morgan Smith,Law
62040026,Christine Wilson,Psychology
62040027,Kimberly Conway,Mathematics
62040028,Christopher Edwards,Gender Studies
62040029,Daniel Robinson,Psychology
62040030,Christine Brooks,Gender Studies
62040031,Mary Howell,Physics
62040032,Madeline Austin,Physics
62040033,Tanner Parsons,Law
62040034,Adam Powell,Law
62040035,Amanda Gates,Gender Studies
62040036,Christine French,Mathematics
62040037,Danielle Mullins,Chemistry
62040038,Douglas Johnson,Chemistry
62040039,Meagan Russell,Law
62040040,Jennifer Roberts,Psychology
62040041,Troy Brewer,Law
62040042,Christina Henry,Economics
62040043,Wayne Smith,Mathematics
62040044,Monica Maldonado,Physics
62040045,Tracy Cantu,Mathematics
62040046,Zachary Berger,Physics
62040047,Rebecca Wilson,Economics
62040048,Priscilla Leach,Psychology
62040049,Dana Bishop,Biology
62040050,Nathan Juarez,Biology
62040051,Mark Garcia,Physics
62040052,John Woods,Statistics
62040053,Antonio Gibson,Economics
62040054,Richard Preston,Mathematics
62040055,Carly Morgan,Mathematics
62040056,Robert Smith,Psychology
62040057,Nathan Mccarty,Physics
62040058,Jaime Singh,Physics
62040059,Tammy Chavez,Law
62040060,Cassandra Moyer,Biology
62040061,Melissa Woods,Mathematics
62040062,Shannon Newman,Economics
62040063,Brandon Baker,Psychology
62040064,Larry Franklin,Biology
62040065,Amber Clark,Law
62040066,Rachel Mann,Chemistry
62040067,Nathan Olson,Biology
62040068,Eric Simpson,Psychology
62040069,Chelsea Harper,Psychology
62040070,Patrick Brown,Physics
62040071,Caleb Carroll,Statistics
62040072,Mary Khan,Biology
62040073,John Herrera,Computer Science
62040074,Joseph Griffin,Computer Science
62040075,Daniel Hood,Chemistry
62040076,Jennifer Nelson,Gender Studies
62040077,Caitlin Hartman,Gender Studies
62040078,Alan Gray,Psychology
62040079,Logan Pruitt,Psychology
62040080,Andrew Eaton,Computer Science
62040081,Elizabeth Simpson,Physics
62040082,William Scott,Computer Science
62040083,Kelsey Dawson,Computer Science
62040084,Amy Barnett,Computer Science
62040085,Amber Zavala,Physics
62040086,Kevin Webb,Physics
62040087,Danielle Callahan,Gender Studies
62040088,Danielle Rice,Gender Studies
62040089,Angela Hunter,Physics
62040090,Richard Norman,Gender Studies
62040091,Nancy Walker,Economics
62040092,Michael Doyle,Statistics
62040093,Adam Joseph,Law
62040094,Kimberly Lopez,Mathematics
62040095,Eugene Christian,Gender Studies
62040096,Thomas Adams,Statistics
62040097,Savannah Hayes,Mathematics
62040098,Vincent Robinson,Law
62040099,Christopher Calderon,Economics
62040100,Dennis Jarvis,Chemistry
62040101,Dalton Paul,Physics
62040102,Lisa Garcia,Mathematics
62040103,Jay Gonzalez,Chemistry
62040104,Samuel Trevino,Chemistry
62040105,Taylor Castillo,Gender Studies
62040106,Michael Love,Law
62040107,Mary Harris,Physics
62040108,Billy Becker,Physics
62040109,Mary Hale,Law
62040110,Frank Gomez,Biology
62040111,Julie Cole,Chemistry
62040112,Eric Gibbs,Statistics
62040113,Denise Peterson,Statistics
62040114,Ashley Johnson,Computer Science
62040115,Paul Ray,Chemistry
62040116,Brittany Hall,Mathematics
62040117,Albert Johnson,Statistics
62040118,Haley Holt,Physics
62040119,Stephen Parker,Chemistry
62040120,Misty Stevenson,Mathematics
62040121,Alexander Jenkins,Biology
62040122,Katherine Schneider,Physics
62040123,Ethan Mcdonald,Chemistry
62040124,Olivia Barton,Psychology
62040125,Chris Delacruz,Economics
62040126,Marcus Mccullough,Physics
62040127,Patricia Campbell,Computer Science
62040128,William Coleman,Biology
62040129,Connie Jimenez,Psychology
62040130,Sarah Sawyer,Biology
62040131,Crystal Bennett,Chemistry
62040132,Nicole Brown,Psychology
62040133,Timothy Simmons,Law
62040134,Denise Hopkins,Chemistry
62040135,James Fox,Statistics
62040136,Amanda Miller,Statistics
62040137,Dalton Arroyo,Mathematics
62040138,Joseph Lee,Law
62040139,Tracey Pena,Statistics
62040140,Zoe Williams,Law
62040141,Rebekah Howard,Mathematics
62040142,Barbara Silva,Law
62040143,Bradley Anderson,Gender Studies
62040144,James Watson,Chemistry
62040145,Amanda Clark,Gender Studies
62040146,Cheryl Sanchez,Statistics
62040147,Stacy Garcia,Statistics
62040148,Brandi Johnston,Mathematics
62040149,James Murphy,Law
62040150,Shawn Crawford,Gender Studies
62040151,Elizabeth Lewis,Economics
62040152,Christopher Pratt,Physics
62040153,William Lewis,Law
62040154,Brandi Thomas,Chemistry
62040155,Lindsey Martinez,Chemistry
62040156,Austin Turner,Physics
62040157,Sandra French,Law
62040158,Lisa Davis,Psychology
62040159,Anne Rogers,Biology
62040160,Jason Blackwell,Biology
62040161,Mark Thomas,Law
62040162,Emily Nixon,Biology
62040163,Fred Hancock,Economics
62040164,Rachel Perez,Physics
62040165,Ryan Young,Biology
62040166,Sarah Hayes,Economics
62040167,Felicia Fuller,Biology
62040168,Marcus Kelley,Law
62040169,Leslie Wright,Law
62040170,Morgan Lindsey,Physics
62040171,Katherine Doyle,Biology
62040172,Marc Jones,Statistics
62040173,Vincent Thomas,Computer Science
62040174,Andrew Potter,Law
62040175,Natalie Dean,Gender Studies
62040176,Paul Torres,Statistics
62040177,Kathleen Lyons,Physics
62040178,Samantha Riggs,Biology
62040179,Michelle White,Gender Studies
62040180,Thomas Dominguez,Economics
62040181,Jennifer Little,Law
62040182,Julie Downs,Statistics
62040183,Amber Mercer,Gender Studies
62040184,Ronald Sanchez,Computer Science
62040185,Angela Gonzales,Law
62040186,John Lopez,Physics
62040187,Connie Frederick,Computer Science
62040188,Maria Greene,Mathematics
62040189,Joseph Lee,Law
62040190,Jennifer Phelps,Mathematics
62040191,Kristina Mills,Mathematics
62040192,Sara Vaughan,Psychology
62040193,Don Hanna,Statistics
62040194,Susan Simmons,Gender Studies
62040195,Amy Fisher,Psychology
62040196,Chad Williams,Gender Studies
62040197,Mark Woods,Statistics
62040198,Lynn Smith,Economics
62040199,Jessica Coleman,Economics
62040200,Julie Diaz,Statistics
62040201,Lori Johnson,Law
62040202,Alex Brown,Statistics
62040203,Erin Rasmussen,Economics
62040204,Robert Bell,Biology
62040205,Andrew Haney,Physics
62040206,Amanda Harper,Statistics
62040207,Jennifer Harris,Statistics
62040208,Makayla Peterson,Law
62040209,Brian White,Psychology
62040210,Jessica Montoya,Biology
62040211,Daniel Dixon,Biology
62040212,Ashley Mason,Law
62040213,Noah Buckley,Biology
62040214,Abigail Frank,Biology
62040215,Nicole Guzman,Statistics
62040216,James Barnett,Physics
62040217,Sheila Oconnell,Computer Science
62040218,Christine Murray,Biology
62040219,Anita Randall,Statistics
62040220,Kimberly Henderson,Biology
62040221,Joshua Combs,Statistics
62040222,Jodi Padilla,Chemistry
62040223,Ryan Turner,Chemistry
62040224,Adam Mitchell,Statistics
62040225,Justin Wang,Psychology
62040226,Briana Adams,Statistics
62040227,Shannon Tran,Chemistry
62040228,Roger Bolton,Law
62040229,Joseph Mcbride,Economics
62040230,James Joseph,Biology
62040231,Christopher Wheeler,Economics
62040232,Christina Young,Statistics
62040233,Dawn Wolf,Biology
62040234,Danielle White,Economics
62040235,Keith Jensen,Chemistry
62040236,David Brown,Computer Science
62040237,Melissa Gross,Biology
62040238,Jeffrey Green,Economics
62040239,Richard Mclean,Mathematics
62040240,David Bell,Statistics
62040241,Robert Carter,Psychology
62040242,Amy Garcia,Gender Studies
62040243,Whitney Pope,Economics
62040244,Raymond Rice,Economics
62040245,Linda Robinson,Statistics
62040246,Carolyn Romero,Economics
62040247,David Brown,Computer Science
62040248,Sara Johnson,Biology
62040249,Johnathan Bray,Gender Studies
62040250,Nicholas Brown,Mathematics
62040251,James Henry,Gender Studies
62040252,Michael Smith,Mathematics
62040253,Elizabeth Alexander,Law
62040254,Amber Serrano,Computer Science
